CREATE TABLE "AwardsMisc" ("_name" VARCHAR(100) NOT NULL, "ID" TEXT, "award" TEXT, "_year" BIGINT, "lgID" TEXT, "note" TEXT, PRIMARY KEY ("_name"));
CREATE TABLE "HOF" ("_year" BIGINT, "hofID" VARCHAR(100) NOT NULL, "_name" TEXT, "category" TEXT, PRIMARY KEY ("hofID"));
CREATE TABLE "Teams" ("_year" BIGINT NOT NULL, "lgID" TEXT, "tmID" VARCHAR(100) NOT NULL, "franchID" TEXT, "confID" TEXT, "divID" TEXT, "rank" BIGINT, "playoff" TEXT, "G" BIGINT, "W" BIGINT, "L" BIGINT, "T" BIGINT, "OTL" TEXT, "Pts" BIGINT, "SoW" TEXT, "SoL" TEXT, "GF" BIGINT, "GA" BIGINT, "_name" TEXT, "PIM" TEXT, "BenchMinor" TEXT, "PPG" TEXT, "PPC" TEXT, "SHA" TEXT, "PKG" TEXT, "PKC" TEXT, "SHF" TEXT, PRIMARY KEY ("_year","tmID"));
CREATE TABLE "Coaches" ("coachID" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "tmID" VARCHAR(100) NOT NULL, "lgID" TEXT, "stint" BIGINT NOT NULL, "notes" TEXT, "g" BIGINT, "w" BIGINT, "l" BIGINT, "t" BIGINT, "postg" TEXT, "postw" TEXT, "postl" TEXT, "postt" TEXT, PRIMARY KEY ("coachID","_year","tmID","stint"));
CREATE TABLE "AwardsCoaches" ("coachID" TEXT, "award" TEXT, "_year" BIGINT, "lgID" TEXT, "note" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "Master" ("playerID" TEXT, "coachID" TEXT, "hofID" TEXT, "firstName" TEXT, "lastName" TEXT, "nameNote" TEXT, "nameGiven" TEXT, "nameNick" TEXT, "height" TEXT, "weight" TEXT, "shootCatch" TEXT, "legendsID" TEXT, "ihdbID" TEXT, "hrefID" TEXT, "firstNHL" TEXT, "lastNHL" TEXT, "firstWHA" TEXT, "lastWHA" TEXT, "pos" TEXT, "birthYear" TEXT, "birthMon" TEXT, "birthDay" TEXT, "birthCountry" TEXT, "birthState" TEXT, "birthCity" TEXT, "deathYear" TEXT, "deathMon" TEXT, "deathDay" TEXT, "deathCountry" TEXT, "deathState" TEXT, "deathCity" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "AwardsPlayers" ("playerID" VARCHAR(100) NOT NULL, "award" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "lgID" TEXT, "note" TEXT, "pos" TEXT, PRIMARY KEY ("playerID","award","_year"));
CREATE TABLE "CombinedShutouts" ("_year" BIGINT, "_month" BIGINT, "date" BIGINT, "tmID" TEXT, "oppID" TEXT, "R_P" TEXT, "IDgoalie1" TEXT, "IDgoalie2" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "Goalies" ("playerID" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "stint" BIGINT NOT NULL, "tmID" TEXT, "lgID" TEXT, "GP" TEXT, "Min" TEXT, "W" TEXT, "L" TEXT, "T_OL" TEXT, "ENG" TEXT, "SHO" TEXT, "GA" TEXT, "SA" TEXT, "PostGP" TEXT, "PostMin" TEXT, "PostW" TEXT, "PostL" TEXT, "PostT" TEXT, "PostENG" TEXT, "PostSHO" TEXT, "PostGA" TEXT, "PostSA" TEXT, PRIMARY KEY ("playerID","_year","stint"));
CREATE TABLE "GoaliesSC" ("playerID" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "tmID" TEXT, "lgID" TEXT, "GP" BIGINT, "Min" BIGINT, "W" BIGINT, "L" BIGINT, "T" BIGINT, "SHO" BIGINT, "GA" BIGINT, PRIMARY KEY ("playerID","_year"));
CREATE TABLE "GoaliesShootout" ("playerID" TEXT, "_year" BIGINT, "stint" BIGINT, "tmID" TEXT, "W" BIGINT, "L" BIGINT, "SA" BIGINT, "GA" BIGINT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "Scoring" ("playerID" TEXT, "_year" BIGINT, "stint" BIGINT, "tmID" TEXT, "lgID" TEXT, "pos" TEXT, "GP" BIGINT, "G" BIGINT, "A" BIGINT, "Pts" BIGINT, "PIM" BIGINT, "___" TEXT, "PPG" TEXT, "PPA" TEXT, "SHG" TEXT, "SHA" TEXT, "GWG" TEXT, "GTG" TEXT, "SOG" TEXT, "PostGP" TEXT, "PostG" TEXT, "PostA" TEXT, "PostPts" TEXT, "PostPIM" TEXT, "Post___" TEXT, "PostPPG" TEXT, "PostPPA" TEXT, "PostSHG" TEXT, "PostSHA" TEXT, "PostGWG" TEXT, "PostSOG" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "ScoringSC" ("playerID" TEXT, "_year" BIGINT, "tmID" TEXT, "lgID" TEXT, "pos" TEXT, "GP" BIGINT, "G" BIGINT, "A" BIGINT, "Pts" BIGINT, "PIM" BIGINT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "ScoringShootout" ("playerID" TEXT, "_year" BIGINT, "stint" BIGINT, "tmID" TEXT, "S" BIGINT, "G" BIGINT, "GDG" BIGINT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "ScoringSup" ("playerID" TEXT, "_year" BIGINT, "PPA" TEXT, "SHA" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "SeriesPost" ("_year" BIGINT, "round" TEXT, "series" TEXT, "tmIDWinner" TEXT, "lgIDWinner" TEXT, "tmIDLoser" TEXT, "lgIDLoser" TEXT, "W" BIGINT, "L" BIGINT, "T" BIGINT, "GoalsWinner" BIGINT, "GoalsLoser" BIGINT, "note" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "TeamSplits" ("_year" BIGINT NOT NULL, "lgID" TEXT, "tmID" VARCHAR(100) NOT NULL, "hW" BIGINT, "hL" BIGINT, "hT" BIGINT, "hOTL" TEXT, "rW" BIGINT, "rL" BIGINT, "rT" BIGINT, "rOTL" TEXT, "SepW" TEXT, "SepL" TEXT, "SepT" TEXT, "SepOL" TEXT, "OctW" TEXT, "OctL" TEXT, "OctT" TEXT, "OctOL" TEXT, "NovW" TEXT, "NovL" TEXT, "NovT" TEXT, "NovOL" TEXT, "DecW" TEXT, "DecL" TEXT, "DecT" TEXT, "DecOL" TEXT, "JanW" BIGINT, "JanL" BIGINT, "JanT" BIGINT, "JanOL" TEXT, "FebW" BIGINT, "FebL" BIGINT, "FebT" BIGINT, "FebOL" TEXT, "MarW" TEXT, "MarL" TEXT, "MarT" TEXT, "MarOL" TEXT, "AprW" TEXT, "AprL" TEXT, "AprT" TEXT, "AprOL" TEXT, PRIMARY KEY ("_year","tmID"));
CREATE TABLE "TeamVsTeam" ("_year" BIGINT NOT NULL, "lgID" TEXT, "tmID" VARCHAR(100) NOT NULL, "oppID" VARCHAR(100) NOT NULL, "W" BIGINT, "L" BIGINT, "T" BIGINT, "OTL" TEXT, PRIMARY KEY ("_year","tmID","oppID"));
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bucykra01', NULL, NULL, 'Randy', 'Bucyk', NULL, 'Randolph', NULL, '71', '185', 'L', '12142', '649', 'bucykra01', '1985', '1987', NULL, NULL, 'C', '1962', '11', '9', 'Canada', 'AB', 'Edmonton', NULL, NULL, NULL, NULL, NULL, NULL, 885);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('buetobr01', NULL, NULL, 'Brad', 'Buetow', NULL, 'Bradford', NULL, '75', '195', 'L', NULL, '13535', 'buetobr01', NULL, NULL, '1973', '1973', 'D', '1950', '10', '28', 'USA', 'MN', 'St. Paul', NULL, NULL, NULL, NULL, NULL, NULL, 886);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('buhrdo01', NULL, NULL, 'Doug', 'Buhr', NULL, 'Douglas Leonard', NULL, '75', '215', 'L', '12143', '6800', 'buhrdo01', '1974', '1974', NULL, NULL, 'L', '1949', '6', '29', 'Canada', 'BC', 'Vancouver', '2006', '10', '13', 'USA', 'CA', 'Stockton', 887);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bukovto01', NULL, NULL, 'Tony', 'Bukovich', NULL, 'Anthony John', NULL, '71', '160', 'L', '12144', '14191', 'bukovto01', '1943', '1944', NULL, NULL, 'L', '1915', '8', '30', 'USA', 'MI', 'Painesdale', '2009', '12', '19', 'USA', 'MI', 'Houghton', 888);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bulisja01', NULL, NULL, 'Jan', 'Bulis', NULL, 'Jan', NULL, '73', '208', 'L', '11548', '20196', 'bulisja01', '1997', '2006', NULL, NULL, 'C', '1978', '3', '18', 'Czech Republic', NULL, 'Pardubice', NULL, NULL, NULL, NULL, NULL, NULL, 889);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bullami01', NULL, NULL, 'Mike', 'Bullard', NULL, 'Michael Brian', 'The Bullet', '72', '195', 'L', '10189', '654', 'bullami01', '1980', '1991', NULL, NULL, 'C', '1961', '3', '10', 'Canada', 'ON', 'Ottawa', NULL, NULL, NULL, NULL, NULL, NULL, 890);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bullehy01', NULL, NULL, 'Hy', 'Buller', NULL, 'Hyman', 'The Blueline Blaster', '71', '183', 'L', '12145', '658', 'bullehy01', '1943', '1953', NULL, NULL, 'D', '1926', '3', '15', 'Canada', 'QC', 'Montreal', '1968', '8', '3', NULL, NULL, NULL, 891);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bullete01', NULL, NULL, 'Ted', 'Bulley', NULL, 'Edward Harold', NULL, '73', '192', 'L', '12146', '659', 'bullete01', '1976', '1983', NULL, NULL, 'L', '1955', '3', '25', 'Canada', 'ON', 'Windsor', NULL, NULL, NULL, NULL, NULL, NULL, 892);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bullobr01', NULL, NULL, 'Bruce', 'Bullock', NULL, 'Bruce John', NULL, '67', '160', 'R', '18456', '7917', 'bullobr01', '1972', '1976', NULL, NULL, 'G', '1949', '5', '9', 'Canada', 'ON', 'Toronto', NULL, NULL, NULL, NULL, NULL, NULL, 893);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bulmebr01', NULL, NULL, 'Brett', 'Bulmer', NULL, NULL, NULL, '75', '185', NULL, NULL, NULL, 'bulmebr01', '2011', '2011', NULL, NULL, 'R', '1992', '4', '26', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 894);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burakro01', NULL, NULL, 'Robert', 'Burakovsky', NULL, 'Robert', NULL, '70', '185', 'R', '10190', '661', 'burakro01', '1993', '1993', NULL, NULL, 'R', '1966', '11', '24', 'Sweden', NULL, 'Malmo', NULL, NULL, NULL, NULL, NULL, NULL, 895);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burchbi01', NULL, 'burchbi01h', 'Billy', 'Burch', NULL, 'Harry Wilfred', NULL, '72', '200', 'L', 'P197401', '18882', 'burchbi01', '1922', '1932', NULL, NULL, 'C', '1900', '11', '20', 'USA', 'NY', 'Yonkers', '1950', '11', '30', 'Canada', 'ON', 'Toronto', 896);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burchfr01', NULL, NULL, 'Fred', 'Burchell', NULL, 'Frederick', 'Skippy', '66', '143', 'L', '12148', '11418', 'burchfr01', '1950', '1953', NULL, NULL, 'C', '1931', '1', '9', 'Canada', 'QC', 'Montreal', '1998', '6', '4', NULL, NULL, NULL, 897);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burchra01', NULL, NULL, 'Randy', 'Burchell', NULL, 'Randolph', NULL, '73', '175', 'L', NULL, '11934', 'burchra01', NULL, NULL, '1976', '1976', 'G', '1955', '7', '2', 'Canada', 'QC', 'Montreal', NULL, NULL, NULL, NULL, NULL, NULL, 898);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burdogl01', NULL, NULL, 'Glen', 'Burdon', NULL, 'Glen William', NULL, '74', '178', 'L', '12149', '6820', 'burdogl01', '1974', '1974', NULL, NULL, 'D', '1954', '8', '4', 'Canada', 'SK', 'Lumsdon', NULL, NULL, NULL, NULL, NULL, NULL, 899);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bureama01', NULL, NULL, 'Marc', 'Bureau', NULL, 'Marc', NULL, '73', '203', 'R', '10193', '664', 'bureama01', '1989', '1999', NULL, NULL, 'C', '1966', '5', '19', 'Canada', 'QC', 'Trois-Rivieres', NULL, NULL, NULL, NULL, NULL, NULL, 900);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('buregbi01', NULL, NULL, 'Bill', 'Burega', NULL, 'William', 'Boogie', '72', '195', 'L', '12150', '11383', 'buregbi01', '1955', '1955', NULL, NULL, 'D', '1932', '3', '13', 'Canada', 'MB', 'Winnipeg', NULL, NULL, NULL, NULL, NULL, NULL, 901);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burepa01', NULL, NULL, 'Pavel', 'Bure', NULL, 'Pavel Vladimirovich', 'The Russian Rocket', '70', '189', 'L', '10191', '662', 'burepa01', '1991', '2002', NULL, NULL, 'R', '1971', '3', '31', 'Russia', NULL, 'Moscow', NULL, NULL, NULL, NULL, NULL, NULL, 902);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('bureva01', NULL, NULL, 'Valeri', 'Bure', NULL, 'Valeri Vladimirovich', NULL, '70', '185', 'R', '10192', '663', 'bureva01', '1994', '2003', NULL, NULL, 'R', '1974', '6', '13', 'Russia', NULL, 'Moscow', NULL, NULL, NULL, NULL, NULL, NULL, 903);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burgedo01', NULL, NULL, 'Don', 'Burgess', NULL, 'Donald Rubin', NULL, '72', '170', 'L', NULL, '665', 'burgedo01', NULL, NULL, '1972', '1978', 'L', '1946', '6', '8', 'Canada', 'ON', 'Port Edward', NULL, NULL, NULL, NULL, NULL, NULL, 904);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burisad01', NULL, NULL, 'Adam', 'Burish', NULL, NULL, NULL, '73', '189', 'R', '20820', '64498', 'burisad01', '2006', '2011', NULL, NULL, 'C', '1983', '1', '6', 'USA', 'WI', 'Madison', NULL, NULL, NULL, NULL, NULL, NULL, 905);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burkeed01', NULL, NULL, 'Eddie', 'Burke', NULL, 'Edmund George', 'Shanty', '68', '175', 'R', '12151', '18752', 'burkeed01', '1931', '1934', NULL, NULL, 'R', '1907', '6', '3', 'Canada', 'ON', 'Toronto', '9999', NULL, NULL, NULL, NULL, NULL, 906);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burkema01', NULL, NULL, 'Marty', 'Burke', NULL, 'Martin Alphonsus', NULL, '68', '160', 'L', '12152', '673', 'burkema01', '1927', '1937', NULL, NULL, 'D', '1905', '1', '28', 'Canada', 'ON', 'Toronto', '1968', '3', '7', NULL, NULL, NULL, 907);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burkese01', NULL, NULL, 'Sean', 'Burke', NULL, 'Sean M.', 'Big Bird/Burkie', '76', '211', 'L', '18226', '674', 'burkese01', '1987', '2006', NULL, NULL, 'G', '1967', '1', '29', 'Canada', 'ON', 'Windsor', NULL, NULL, NULL, NULL, NULL, NULL, 908);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burmial01', NULL, NULL, 'Alexander', 'Burmistrov', NULL, NULL, NULL, '71', '170', NULL, NULL, NULL, 'burmial01', '2010', '2011', NULL, NULL, 'C', '1991', '10', '21', 'Russia', NULL, 'Kazan', NULL, NULL, NULL, NULL, NULL, NULL, 909);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burmiro01', NULL, NULL, 'Roy', 'Burmister', 'also known as Burmeister', 'Roy S.', NULL, '70', '155', 'L', '12153', '17114', 'burmiro01', '1929', '1931', NULL, NULL, 'L', '1906', '8', '12', 'Canada', 'ON', 'Collingwood', '9999', NULL, NULL, NULL, NULL, NULL, 910);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burnega01', NULL, NULL, 'Garrett', 'Burnett', NULL, NULL, 'Rocky', '75', '225', 'L', '16950', '21547', 'burnega01', '2003', '2003', NULL, NULL, 'L', '1975', '9', '23', 'Canada', 'BC', 'Coquitlam', NULL, NULL, NULL, NULL, NULL, NULL, 911);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES (NULL, 'burnege01c', NULL, 'George', 'Burnett', NULL, 'George Stephen', NULL, NULL, NULL, NULL, NULL, '680', 'burnege99c', NULL, NULL, NULL, NULL, NULL, '1962', '3', '25', 'Canada', 'ON', 'Port Perry', NULL, NULL, NULL, NULL, NULL, NULL, 912);
INSERT INTO "Master" ("playerID", "coachID", "hofID", "firstName", "lastName", "nameNote", "nameGiven", "nameNick", "height", "weight", "shootCatch", "legendsID", "ihdbID", "hrefID", "firstNHL", "lastNHL", "firstWHA", "lastWHA", "pos", "birthYear", "birthMon", "birthDay", "birthCountry", "birthState", "birthCity", "deathYear", "deathMon", "deathDay", "deathCountry", "deathState", "deathCity", "rowid") VALUES ('burneke01', NULL, NULL, 'Kelly', 'Burnett', NULL, 'James Kelvin', NULL, '70', '160', 'L', '12154', '11425', 'burneke01', '1952', '1952', NULL, NULL, 'C', '1926', '6', '16', 'Canada', 'QC', 'Lachine', NULL, NULL, NULL, NULL, NULL, NULL, 913);
