CREATE TABLE `genre` (`id` BIGINT NOT NULL, `genre_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `game` (`id` BIGINT NOT NULL, `genre_id` BIGINT, `game_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `platform` (`id` BIGINT NOT NULL, `platform_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `publisher` (`id` BIGINT NOT NULL, `publisher_name` TEXT, PRIMARY KEY (`id`));
CREATE TABLE `game_publisher` (`id` BIGINT NOT NULL, `game_id` BIGINT, `publisher_id` BIGINT, PRIMARY KEY (`id`));
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2962, 1, 'Fantastic 4');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2964, 1, 'Fantastic Four');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2970, 8, 'Fantasy Life');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2971, 6, 'Fantavision');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2978, 9, 'Far Cry Instincts Predator');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2986, 10, 'Farm Frenzy: Animal Country');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (2988, 1, 'Farming Simulator 15 Expansion Pack');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3009, 3, 'Fatal Fury 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3042, 11, 'FIFA 16');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3062, 11, 'FIFA Soccer 2005');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3084, 3, 'Fighter Maker 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3088, 3, 'Fighters Uncaged');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3093, 3, 'Fighting Vipers');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3094, 3, 'Fighting Vipers 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3130, 8, 'Final Fantasy VIII');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3131, 8, 'Final Fantasy X');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3134, 8, 'Final Fantasy X-2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3141, 8, 'Final Fantasy XI: Treasures of Aht Urhgan');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3189, 4, 'Fishing Master');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3195, 11, 'Fit & Fun');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3209, 3, 'Flying Dragon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3219, 11, 'Football Manager 2014');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3236, 1, 'Forgotten Realms: Demon Stone');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3246, 7, 'Forza Horizon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3260, 2, 'Foster''s Home for Imaginary Friends: Imagination Invaders');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3267, 8, 'Fragile Dreams: Farewell Ruins of the Moon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3269, 1, 'Frankenstein''s Monster');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3290, 11, 'Frisbee Disc Freestyle / Frisbee Disc Golf');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3305, 1, 'From Russia With Love');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3319, 12, 'Front Mission Alternative');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3321, 8, 'Front Mission: Gun Hazard');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3331, 2, 'Full House Kiss 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3347, 8, 'Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3351, 1, 'Future Card Buddy Fight: Yuujou no Bakunetsu Fight');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3353, 12, 'Future Tactics: The Uprising');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3355, 1, 'Fuun Shinsengumi Bakumatsuden Portable');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3385, 2, 'Gakuen K: Wonderful School Days');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3405, 1, 'Galleon: Islands of Mystery');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3408, 11, 'Gallop Racer (JP)');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3424, 1, 'Game Center CX: Arino no Chousenjou 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3440, 5, 'Ganbare Goemon 2: Kiteretsu Shougun Magginesu');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3442, 5, 'Ganbare Goemon! Karakuri Douchuu');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3459, 1, 'Gauntlet: Dark Legacy');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3470, 4, 'Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3473, 3, 'Gekido');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3479, 2, 'Gekka Ryouran Romance');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3486, 12, 'Genkai Tokki Monster Monpiece');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3492, 8, 'Gensou Suikoden I & II');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3495, 5, 'George of the Jungle and the Search for the Secret');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3501, 4, 'Geten no Hana: Yume Akari');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3503, 5, 'Gex');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3507, 10, 'Ghost in the Shell');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3543, 12, 'Glory Days 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3563, 2, 'Gochuumon wa Usagi Desu ka?? Wonderful Party!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3574, 1, 'God of War Collection');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3580, 1, 'God of War: Ghost of Sparta');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3609, 8, 'Golden Sun');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3626, 8, 'Gothic 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3641, 7, 'Gran Turismo 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3667, 1, 'Grand Theft Auto: Vice City Stories');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3671, 8, 'Grandia Xtreme');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3680, 1, 'Great Battle Full Blast');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3685, 1, 'Green Lantern: Rise of the Manhunters');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3699, 11, 'Grind Session');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3737, 3, 'Guilty Gear X2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3744, 3, 'Guilty Gear XX Slash');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3754, 4, 'Guitar Hero Encore: Rocks The 80s');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3768, 1, 'Gumby vs. the Astrobots');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3784, 1, 'Gundam Breaker 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3791, 3, 'Gundam: The Battle Master');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3822, 1, 'Hakuoki: Reimeiroku - Omouhase Kara');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3830, 2, 'Hakuouki SSL: Sweet School Life');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3836, 1, 'Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3855, 9, 'Halo: Reach');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3857, 1, 'Hammerin'' Hero');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3858, 10, 'Hamster Club 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3870, 1, 'Hanaoni: Yume no Tsudzuki');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3882, 8, 'Hanjuku Eiyuu Tai 3D');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3889, 7, 'Hannspree Ten Kate Honda: SBK Superbike World Championship');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3890, 2, 'Happiness! De-Lucks');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3893, 4, 'Happy Dance Collection');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3906, 1, 'Harry Potter and the Order of the Phoenix');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3927, 10, 'Harvest Moon DS (US sales)');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3935, 8, 'Harvest Moon: Another Wonderful Life');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3942, 10, 'Harvest Moon: Magical Melody');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3981, 12, 'Hearts of Iron IV');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3985, 9, 'Heavenly Guardian');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3992, 1, 'Hellboy: The Science of Evil');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3994, 4, 'Hello Kitty Daily');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (3995, 4, 'Hello Kitty Party');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4000, 4, 'Hello Kitty: Happy Party Pals');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4017, 10, 'Heroes of the Pacific');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4024, 5, 'Hey Arnold! The Movie');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4032, 6, 'Hidden Mysteries: Salem Secrets - Witch Trials of 1692');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4057, 2, 'Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4074, 4, 'Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4080, 4, 'Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4081, 4, 'Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4082, 4, 'Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4087, 12, 'History Great Empires: Rome');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4091, 1, 'Hitman: Absolution');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4119, 2, 'Horrid Henry''s Horrid Adventure');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4121, 5, 'Horrid Henry: The Good, The Bad and The Bugly');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4130, 12, 'Hospital Tycoon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4140, 11, 'Hot Shots Golf: Out of Bounds');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4156, 2, 'Hotel Dusk: Room 215');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4183, 7, 'Hydro Thunder');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4187, 8, 'Hyperdimension Neptunia');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4198, 2, 'I Doll U');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4202, 10, 'I Love Horses');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4218, 5, 'Ice Climber');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4237, 10, 'IL-2 Sturmovik: 1946');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4238, 10, 'IL-2 Sturmovik: Birds of Prey');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4241, 8, 'Illusion of Gaia');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4308, 1, 'Indycar Series 2005');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4322, 3, 'Injustice: Gods Among Us');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4327, 2, 'Instant Brain');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4335, 11, 'International Superstar Soccer');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4356, 1, 'Invizimals: The Lost Kingdom');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4371, 2, 'Irozuki Tingle no Koi no Balloon Trip');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4374, 2, 'Ishin Renka: Ryouma Gaiden');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4380, 11, 'Itoi Shigesato no Bass Tsuri No. 1');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4385, 8, 'Izuna 2: The Unemployed Ninja Returns');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4414, 1, 'Jackass the Game');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4439, 9, 'James Bond 007: Everything or Nothing');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4457, 4, 'Jampack Volume 13 (RP-T)');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4460, 4, 'Jampack Winter ''99');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4475, 7, 'Jeep Thrills');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4487, 1, 'Jet Li: Rise to Honor');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4506, 6, 'Jewel Quest Mysteries: Curse of the Emerald Tear');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4513, 6, 'Jig-A-Pix: Pets');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4524, 11, 'Jikkyou Powerful Pro Yakyuu ''97 Kaimakuban');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4529, 11, 'Jikkyou Powerful Pro Yakyuu 10');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4532, 11, 'Jikkyou Powerful Pro Yakyuu 12');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4534, 11, 'Jikkyou Powerful Pro Yakyuu 13');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4543, 11, 'Jikkyou Powerful Pro Yakyuu 2001');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4546, 11, 'Jikkyou Powerful Pro Yakyuu 2011');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4551, 11, 'Jikkyou Powerful Pro Yakyuu 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4553, 11, 'Jikkyou Powerful Pro Yakyuu 4');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4554, 11, 'Jikkyou Powerful Pro Yakyuu 5');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4570, 11, 'Jikkyou World Soccer 2000 Final Edition');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4571, 11, 'Jikkyou World Soccer 2002');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4595, 4, 'Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4634, 5, 'Jumping Flash!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4637, 5, 'Jungle Hunt');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4656, 4, 'Just Dance 2014');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4658, 4, 'Just Dance 2016');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4659, 4, 'Just Dance 2: Extra Songs');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4662, 4, 'Just Dance Kids');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4679, 3, 'K-1 Grand Prix');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4716, 1, 'Kameo: Elements of Power');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4738, 4, 'Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4742, 4, 'Karaoke Revolution Glee: Volume 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4744, 4, 'Karaoke Revolution Presents American Idol Encore');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4753, 2, 'Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4763, 8, 'Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4771, 3, 'Katekyoo Hitman Reborn! Kizuna no Tag Battle');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4774, 10, 'Kawaii Koinu DS 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4776, 7, 'Kawasaki Quad Bikes');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4798, 1, 'Kenka Banchou 2: Full Throttle');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4828, 12, 'Kidou Senshi Gundam: Giren no Yabou');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4829, 12, 'Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4832, 12, 'Kidou Senshi Gundam: Shin Gihren no Yabou');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4846, 3, 'Killer Instinct');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4869, 11, 'Kinect Sports');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4870, 11, 'Kinect Sports Rivals');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4910, 3, 'Kinnikuman Muscle Grand Prix Max');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4912, 2, 'Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4938, 5, 'Kirby: Nightmare in Dream Land');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4952, 5, 'Knack');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4966, 4, 'Kobitodzukan: Kobito Kansatsu Set');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4971, 3, 'Koihime Enbu');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4975, 1, 'Kokoro Connect: Yochi Random');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4988, 2, 'Kono Aozora ni Yakusoku o: Melody of the Sun and Sea');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (4995, 6, 'Kotoba no Puzzle: Mojipittan Daijiten');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5030, 6, 'Kururin Paradise');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5043, 2, 'L: the proLogue to DEATH NOTE - Rasen no Wana');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5062, 2, 'Last Escort');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5065, 8, 'Last Ranker');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5094, 1, 'LEGO Batman 2: DC Super Heroes');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5096, 1, 'LEGO Batman: The Videogame');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5101, 1, 'LEGO Dimensions');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5115, 1, 'LEGO Pirates of the Caribbean: The Video Game');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5116, 7, 'LEGO Racers');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5125, 1, 'LEGO Star Wars: The Video Game');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5128, 1, 'Legoland');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5143, 2, 'Let''s Ride! Dreamer');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5145, 11, 'Let''s Ride! Silver Buckle Stables');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5181, 11, 'Little League World Series Baseball 2010');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5184, 5, 'LittleBigPlanet');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5187, 1, 'LittleBigPlanet Karting');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5197, 10, 'Littlest Pet Shop: Spring');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5199, 8, 'Live A Live');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5214, 5, 'Looney Tunes Duck Dodgers Starring: Daffy Duck');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5235, 2, 'Lost Horizon');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5250, 4, 'Love Live! School Idol Paradise');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5261, 2, 'Lucian Bee''s: Resurrection Supernova');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5274, 1, 'Luminous Arc Infinity');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5276, 8, 'Lunar 2: Eternal Blue');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5281, 8, 'Lunar: Dragon Song');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5285, 8, 'Lunatic Dawn Tempest');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5297, 7, 'M&M''s Kart Racing');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5303, 2, 'Machi: Unmei no Kousaten');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5309, 1, 'Macross Triangle Frontier');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5344, 1, 'Mafia');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5346, 9, 'MAG: Massive Action Game');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5351, 4, 'Magic Encyclopedia: Moonlight');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5379, 4, 'Mahjong Taikai IV');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5397, 11, 'Major League Baseball 2K11');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5406, 11, 'Major League Baseball Featuring Ken Griffey Jr');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5410, 12, 'Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5415, 12, 'Making History: The Great War');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5429, 8, 'MapleStory DS');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5432, 5, 'Mappy');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5444, 8, 'Mario & Luigi: Paper Jam');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5498, 5, 'Marker Man Adventures');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5508, 3, 'Marvel Super Heroes vs. Street Fighter');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5518, 10, 'Mary King''s Riding School 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5520, 4, 'Mary-Kate and Ashley: Girls Night Out');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5532, 12, 'Master of Monsters: Disciples of Gaia');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5540, 6, 'Math Play');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5557, 8, 'Mazes of Fate DS');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5558, 4, 'MC Groovz Dance Craze');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5566, 6, 'Mechanic Master');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5571, 10, 'MechWarrior 2: 31st Century Combat');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5583, 9, 'Medal of Honor: Airborne');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5592, 1, 'Medal of Honor: Warfighter');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5602, 12, 'Medieval II: Total War Gold Edition');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5606, 2, 'MediEvil: Resurrection');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5620, 8, 'Mega Man Battle Network');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5622, 8, 'Mega Man Battle Network 3 Blue / White Version');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5631, 2, 'Mega Man Legends 2');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5636, 1, 'Mega Man Star Force 2: Zerker x Ninja / Saurian');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5653, 5, 'Mega Man Zero 3');
INSERT INTO `game` (`id`, `genre_id`, `game_name`) VALUES (5668, 2, 'Meiji Toukyou Renka');
