CREATE TABLE `runs` (`run_at` TEXT, `max_rowid` BIGINT, `reviews_added` BIGINT, `rowid` BIGINT NOT NULL, PRIMARY KEY (`rowid`));
CREATE TABLE `podcasts` (`podcast_id` VARCHAR(100) NOT NULL, `itunes_id` BIGINT, `slug` TEXT, `itunes_url` TEXT, `title` TEXT, PRIMARY KEY (`podcast_id`));
CREATE TABLE `reviews` (`podcast_id` TEXT, `title` TEXT, `content` TEXT, `rating` BIGINT, `author_id` TEXT, `created_at` TEXT, `rowid` BIGINT NOT NULL, PRIMARY KEY (`rowid`));
CREATE TABLE `categories` (`podcast_id` VARCHAR(100) NOT NULL, `category` VARCHAR(100) NOT NULL, PRIMARY KEY (`podcast_id`,`category`));
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ddd6bd999f20dda62b9354db12ccd4c3', 484973315, 'classical-minutes-musical-skills-motivation-tips-insights', 'https://podcasts.apple.com/us/podcast/classical-minutes-musical-skills-motivation-tips-insights/id484973315', 'Classical Minutes: Musical Skills and Motivation | Tips and Insights | Instrumental Coaching | Onlin...');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f0c02f03db9ac1c4e1325cb49ab9cfde', 344952664, 'warp-drive-active', 'https://podcasts.apple.com/us/podcast/warp-drive-active/id344952664', 'Warp Drive Active');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('eb7ab9d3e149a7c5b4ff8f8a6a2b0b04', 1457916629, 'if-the-glove-fits-radio', 'https://podcasts.apple.com/us/podcast/if-the-glove-fits-radio/id1457916629', 'If The Glove Fits Radio');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c262048af41683a9d9515278d8412abb', 1546873244, 'just-a-parishioner', 'https://podcasts.apple.com/us/podcast/just-a-parishioner/id1546873244', 'Just a Parishioner');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a488cd294ad3d59ca8d8c2b707bfd11a', 1477191142, 'rush-the-field', 'https://podcasts.apple.com/us/podcast/rush-the-field/id1477191142', 'Rush the Field');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e8794eb597609858c527e45e21583b5e', 1458124420, 'journey-to-jupiter-discover-the-life-youll-create', 'https://podcasts.apple.com/us/podcast/journey-to-jupiter-discover-the-life-youll-create/id1458124420', 'Journey to Jupiter: Discover the Life You''ll Create');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('cfef0a02dbb0af810bcfd176b4faf6fa', 1521504394, 'dynasty-island', 'https://podcasts.apple.com/us/podcast/dynasty-island/id1521504394', 'Dynasty Island');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d8b6235be27b02271bc24a6cff33df29', 191111020, 'random-access-podcast', 'https://podcasts.apple.com/us/podcast/random-access-podcast/id191111020', 'Random Access Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c19ae2ae82ee950bba17a581bd69e2f2', 1550551130, 'sweet-science-cinema', 'https://podcasts.apple.com/us/podcast/sweet-science-cinema/id1550551130', 'Sweet Science Cinema');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f274f550824374b4a9322a409e87d0cf', 1525689066, 'ask-lisa-the-psychology-of-parenting', 'https://podcasts.apple.com/us/podcast/ask-lisa-the-psychology-of-parenting/id1525689066', 'Ask Lisa: The Psychology of Parenting');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c4ad3d97abdec3c334e0ae8d693bbb4f', 1313495723, 'foreign-podicy', 'https://podcasts.apple.com/us/podcast/foreign-podicy/id1313495723', 'Foreign Podicy');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ecdec587f8a7dc49b702182e7a379083', 1527512576, 'six-minute-sermons', 'https://podcasts.apple.com/us/podcast/six-minute-sermons/id1527512576', 'Six Minute Sermons');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f5c139ab717d3ba5ede5e8c6803b8021', 1490375095, 'unselfish-behavior-podcast', 'https://podcasts.apple.com/us/podcast/unselfish-behavior-podcast/id1490375095', 'Unselfish Behavior Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ce9c6fe14b251e5feb0e871477066568', 1317706597, 'muy-intercultural-la-gu%C3%ADa-del-migrante', 'https://podcasts.apple.com/us/podcast/muy-intercultural-la-gu%C3%ADa-del-migrante/id1317706597', 'Muy Intercultural: La guía del migrante');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('bdbe645845f2fe316e59bd451a5c347f', 1496536866, 'drop-talk', 'https://podcasts.apple.com/us/podcast/drop-talk/id1496536866', 'Drop Talk');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a6e4c9d541f6a9cc0e3e5d9d0254f1d8', 1532163720, 'the-hockey-house', 'https://podcasts.apple.com/us/podcast/the-hockey-house/id1532163720', 'The Hockey House');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a2c840d96354999b4227ac263b158920', 219188698, 'instinct-radio', 'https://podcasts.apple.com/us/podcast/instinct-radio/id219188698', 'Instinct Radio');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d9d218541465adee4b681fef9dbaf032', 957164302, 'real-life-diabetes', 'https://podcasts.apple.com/us/podcast/real-life-diabetes/id957164302', 'Real Life Diabetes');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('db5c16edc04f72648f1d7e834b4c89e9', 1429037983, 'basic-witches', 'https://podcasts.apple.com/us/podcast/basic-witches/id1429037983', 'Basic Witches');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c875a354ceb14d520cc71723072f7f4c', 1351594889, 'you-cant-do-that', 'https://podcasts.apple.com/us/podcast/you-cant-do-that/id1351594889', 'You Can''t Do That');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e1ba2dfa00ec4e79738f5ad29da6b648', 1559841822, 'bat-shit-crazy-the-podcast', 'https://podcasts.apple.com/us/podcast/bat-shit-crazy-the-podcast/id1559841822', 'Bat Shit Crazy: The Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('df834c4f2ac089619f7c1c5c008ff0dc', 1607947452, 'mcbride-or-die', 'https://podcasts.apple.com/us/podcast/mcbride-or-die/id1607947452', 'McBride or Die');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a4e25493b2bdc6551c98bbdb83fb1bc7', 1453598350, 'who-can-you-run-to-i-stand-join-with-w-c-y-r', 'https://podcasts.apple.com/us/podcast/who-can-you-run-to-i-stand-join-with-w-c-y-r/id1453598350', 'WHO CAN YOU RUN TO? I STAND JOIN WITH W.C.Y.R.');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c1d6cd32942e537788caa122d3648d75', 1532531137, 'redirection-with-terri-karelle', 'https://podcasts.apple.com/us/podcast/redirection-with-terri-karelle/id1532531137', 'Redirection with Terri-Karelle');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('acc65d3e521783970d1aad650dede65e', 1482137898, 'hide-sleep-a-paranormal-podcast', 'https://podcasts.apple.com/us/podcast/hide-sleep-a-paranormal-podcast/id1482137898', 'Hide & Sleep: A Paranormal Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c8193ec50cbd8274cc542557c7345275', 1612729853, 'research-sense-for-korean-american-therapy', 'https://podcasts.apple.com/us/podcast/research-sense-for-korean-american-therapy/id1612729853', 'Research Sense for Korean American Therapy');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f99bfbc7dc185c610213273dc68ad51b', 1554784686, 'some-sanity-with-morgan-zegers', 'https://podcasts.apple.com/us/podcast/some-sanity-with-morgan-zegers/id1554784686', 'Some Sanity with Morgan Zegers');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e6c5c819bc5579fca22f1a314d598fff', 1529542633, 'bringing-it-back', 'https://podcasts.apple.com/us/podcast/bringing-it-back/id1529542633', 'Bringing it Back');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('bf450bab50883f91136c5e3cf10af42b', 1186180153, 'on-ramp', 'https://podcasts.apple.com/us/podcast/on-ramp/id1186180153', 'On Ramp');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('fb01ba24bc2870a2a494dc6e8d5c5537', 1437214507, 'history-nachos', 'https://podcasts.apple.com/us/podcast/history-nachos/id1437214507', 'History Nachos');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b42a80f382fa09918a399db0468ad7ad', 1496023815, 'unleash-your-niche', 'https://podcasts.apple.com/us/podcast/unleash-your-niche/id1496023815', 'Unleash Your Niche');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f0621c6615b40c4d6ea1f62fbc116ec4', 1521706037, 'are-you-happy-podcast', 'https://podcasts.apple.com/us/podcast/are-you-happy-podcast/id1521706037', 'Are You Happy Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b7d57db38eb5c1ca6407095b60e490d4', 1478299006, 'bedside', 'https://podcasts.apple.com/us/podcast/bedside/id1478299006', 'Bedside');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b3838fe87b24c7a1b1a86c96636c3149', 1216775591, 'hebrew-in-israel', 'https://podcasts.apple.com/us/podcast/hebrew-in-israel/id1216775591', 'Hebrew In Israel');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('fdbac4d291d36ae20d4df55a6f0e83ba', 1604415381, 'the-hey-friend-podcast-with-ozley-asmr', 'https://podcasts.apple.com/us/podcast/the-hey-friend-podcast-with-ozley-asmr/id1604415381', 'The \"Hey Friend\" Podcast with Ozley ASMR');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ad3f45191c29ced67a72490e7c5a538d', 1255647647, 'healthcare-politics-with-steve-larchuk', 'https://podcasts.apple.com/us/podcast/healthcare-politics-with-steve-larchuk/id1255647647', 'Healthcare Politics with Steve Larchuk');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a2ad47f1c34d50c634c8162886333d18', 1544135175, 'a-list-podcast-with-a-sherrod-blakely-and-kwani-a-lunis', 'https://podcasts.apple.com/us/podcast/a-list-podcast-with-a-sherrod-blakely-and-kwani-a-lunis/id1544135175', 'A List Podcast with A. Sherrod Blakely and Kwani  A. Lunis');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b5ece2c0fed5a9a6387ba612cd72eee9', 463469923, 'sacred-city-davenport-sermons', 'https://podcasts.apple.com/us/podcast/sacred-city-davenport-sermons/id463469923', 'Sacred City Davenport Sermons');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c3576ec880a55b57e628c026f62703f7', 1588665282, 'retro-cult', 'https://podcasts.apple.com/us/podcast/retro-cult/id1588665282', 'Retro cult');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d602c54150830bb483c29741fd764ad2', 1547217227, 'reallyrachaelreally', 'https://podcasts.apple.com/us/podcast/reallyrachaelreally/id1547217227', 'ReallyRachaelReally');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('fc7f221f72789819f33ff6332666d07a', 1447407838, 'inside-voice', 'https://podcasts.apple.com/us/podcast/inside-voice/id1447407838', 'Inside VOICE');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a34f36795bf4fe3e59fd4d6bc2341100', 1398090903, 'suchnsuch', 'https://podcasts.apple.com/us/podcast/suchnsuch/id1398090903', 'SuchNSuch');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('cf6c1f24d9cdde15ba4faf7d13176839', 1053582619, 'sermons-new-life-christian-community', 'https://podcasts.apple.com/us/podcast/sermons-new-life-christian-community/id1053582619', 'Sermons – New Life Christian Community');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a8970b4cddf5c271321427969ab335d1', 1588294960, 'gracefully-growing', 'https://podcasts.apple.com/us/podcast/gracefully-growing/id1588294960', 'Gracefully Growing');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('eaf978484bcc82c76c457e11ba2567d3', 511717536, 'sanctuary-tulsa-podcasts', 'https://podcasts.apple.com/us/podcast/sanctuary-tulsa-podcasts/id511717536', 'Sanctuary Tulsa Podcasts');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b488f7458f275e1d9bb52afd5c270909', 1551679176, 'occupy-freedom', 'https://podcasts.apple.com/us/podcast/occupy-freedom/id1551679176', 'Occupy Freedom');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('fea50a58e42a2a84eb214f32aa341c78', 1244728148, 'celtics-direct-podcasts', 'https://podcasts.apple.com/us/podcast/celtics-direct-podcasts/id1244728148', 'Celtics Direct Podcasts');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e314fbae9c189c066ac0a214a7c40712', 299467228, 'movie-meltdown', 'https://podcasts.apple.com/us/podcast/movie-meltdown/id299467228', 'Movie Meltdown');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('fd0db5fc65f752c619ce39830a29578c', 1332496016, 'wheresmytherapist', 'https://podcasts.apple.com/us/podcast/wheresmytherapist/id1332496016', 'WheresMyTherapist');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('eef419473453c52c0a01d590fce53529', 1539087378, 'two-tired-writers-podcast', 'https://podcasts.apple.com/us/podcast/two-tired-writers-podcast/id1539087378', 'Two Tired Writers Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e0f70bd3d687d614d509d1d0138d671b', 1133222774, 'just-stay-curious', 'https://podcasts.apple.com/us/podcast/just-stay-curious/id1133222774', 'Just Stay Curious');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ceee18ad411ab236cbe9633372a9059b', 1358518247, 'arguinzoni-archives', 'https://podcasts.apple.com/us/podcast/arguinzoni-archives/id1358518247', 'Arguinzoni Archives');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b87d01595470e0662577cce8c3d8bc1b', 1481741655, 'zero-period', 'https://podcasts.apple.com/us/podcast/zero-period/id1481741655', 'Zero Period');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d0dfe11f8f5cdc35646a2d9c71b2d526', 1589378156, 'bounce-it-outside', 'https://podcasts.apple.com/us/podcast/bounce-it-outside/id1589378156', 'Bounce It Outside');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c5f09d13a32c6dc7abda945f346c3d6f', 1515975183, 'living-with-low-vision-and-living-life', 'https://podcasts.apple.com/us/podcast/living-with-low-vision-and-living-life/id1515975183', 'Living with Low Vision and Living Life.');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('feb7ccf867726e6f33e1dce1d207062d', 1553114930, 'trending-spokane', 'https://podcasts.apple.com/us/podcast/trending-spokane/id1553114930', 'Trending Spokane');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('de6887f89145de452ffbaa6c7f6aa15a', 1497065108, 'the-horticulturati', 'https://podcasts.apple.com/us/podcast/the-horticulturati/id1497065108', 'The Horticulturati');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ebdf13c930b0e90e6faba761ca62b365', 1496168437, 'live-the-dream-media', 'https://podcasts.apple.com/us/podcast/live-the-dream-media/id1496168437', 'Live The Dream Media');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('cc2030088835220cbe0428021f3f6311', 1557408139, 'the-mint-condition-nft-and-digital', 'https://podcasts.apple.com/us/podcast/the-mint-condition-nft-and-digital/id1557408139', 'The Mint Condition: NFT and Digital Collectibles Entertainment');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f6f8e2d11ac453275ca41ba80a788db2', 1446178798, 'need-to-know-with-sam-john', 'https://podcasts.apple.com/us/podcast/need-to-know-with-sam-john/id1446178798', 'Need to Know with Sam & John');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('be3f0c0b4781a92e4be34efdad21ae5e', 1462664794, 'muse-le-podcast-pour-celles-et-ceux-en-qu%C3%AAte-dinspiration', 'https://podcasts.apple.com/us/podcast/muse-le-podcast-pour-celles-et-ceux-en-qu%C3%AAte-dinspiration/id1462664794', 'Muse - Le podcast pour celles et ceux en quête d''inspiration');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f4d5ff498ec76c5fbd650e38ee6822be', 1555956245, 'intermediate-studies-of-podcast-unoriginality', 'https://podcasts.apple.com/us/podcast/intermediate-studies-of-podcast-unoriginality/id1555956245', 'Intermediate Studies of Podcast Unoriginality (A Community Podcast)');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e2b1cdd3ded2dc52a8ff3eca6108e6f9', 1443331315, 'dr-gaurav-davee', 'https://podcasts.apple.com/us/podcast/dr-gaurav-davee/id1443331315', 'Dr.Gaurav Davee');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e0f5cfb47236a8b082aae5ae7fa69061', 1541030670, 'life-in-the-soil', 'https://podcasts.apple.com/us/podcast/life-in-the-soil/id1541030670', 'Life in the Soil');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('dd9a7433dd572684e24808b3840dbba1', 1517633494, 'better-doctor-project', 'https://podcasts.apple.com/us/podcast/better-doctor-project/id1517633494', 'Better Doctor Project');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a666ee7e6ad3599130bb45264d8fd24b', 1641155662, 'the-yell-club', 'https://podcasts.apple.com/us/podcast/the-yell-club/id1641155662', 'The Yell Club');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ea33a9d47fd0b2f43ed9d962c1fc380f', 1549015550, 'vivir-en-curiosidad', 'https://podcasts.apple.com/us/podcast/vivir-en-curiosidad/id1549015550', 'Vivir en Curiosidad');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f5b991308a6a1473bb7e0a5c29f5e785', 1550749483, 'rpg-realms-of-peril-glory', 'https://podcasts.apple.com/us/podcast/rpg-realms-of-peril-glory/id1550749483', 'RPG: Realms of Peril & Glory');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('caa75ed79f2d15d21b0b1c52ca1f694c', 1459341040, 'mlm-momlife', 'https://podcasts.apple.com/us/podcast/mlm-momlife/id1459341040', 'MLM Momlife');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d28e40f77aec37f88101ebfb6a91d0df', 1490761249, 'the-roblox-podcast', 'https://podcasts.apple.com/us/podcast/the-roblox-podcast/id1490761249', 'The Roblox PodCast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ab11b1f976f903b07a71c402c5cb9d27', 1367800092, 'wild-free-healthy-you', 'https://podcasts.apple.com/us/podcast/wild-free-healthy-you/id1367800092', 'WILD & FREE HEALTHY YOU');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ac16f5f9437a6853e9a12ad9b3feff7c', 1506403748, 'tecktalks', 'https://podcasts.apple.com/us/podcast/tecktalks/id1506403748', 'TECKtalks');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ce037798f21b12e9d518d88c069d0ad2', 1615139311, 'bar-banter', 'https://podcasts.apple.com/us/podcast/bar-banter/id1615139311', 'Bar Banter');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ea208f62ae7c883330b9afbfabcc02e9', 1537332019, 'the-low-level-hell-podcast', 'https://podcasts.apple.com/us/podcast/the-low-level-hell-podcast/id1537332019', 'The Low Level Hell Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c9b26df77033fe381f9cd52e3271bbf7', 1559105234, 'eastern-shorecast', 'https://podcasts.apple.com/us/podcast/eastern-shorecast/id1559105234', 'Eastern ShoreCast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b9ce3224f545dbc5c9a7f7025d854311', 1452381348, 'rated-re-podcast', 'https://podcasts.apple.com/us/podcast/rated-re-podcast/id1452381348', 'RATED RE PODCAST');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d3da8aa9f5bc710f63fa1a23d8001537', 398350548, 'craig-dalzell-podcast', 'https://podcasts.apple.com/us/podcast/craig-dalzell-podcast/id398350548', 'Craig Dalzell Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('e7314d623dc916c3bfd42f708b1be531', 1164300358, 'marcianos-en-un-tren', 'https://podcasts.apple.com/us/podcast/marcianos-en-un-tren/id1164300358', 'Marcianos en un Tren');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b438208c587013c31362260937e39ddb', 1422031913, 'fistful-of-cash-combat-sports-betting', 'https://podcasts.apple.com/us/podcast/fistful-of-cash-combat-sports-betting/id1422031913', 'Fistful of Cash- Combat Sports Betting');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('d0eb9147e66ea5b8cec09d4d1f3e7778', 1573485882, 'weird-tales-with-jeff-watson', 'https://podcasts.apple.com/us/podcast/weird-tales-with-jeff-watson/id1573485882', 'Weird Tales with Jeff Watson');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b2ab869ff0fe510a88e9c602869b3a01', 1504529624, 'legends-of-philadelphia', 'https://podcasts.apple.com/us/podcast/legends-of-philadelphia/id1504529624', 'Legends of Philadelphia');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c109eb71c1f9e52c2e8f31a06ceb5c38', 1455377375, 'lost-tales-of-p-p-pippentorch', 'https://podcasts.apple.com/us/podcast/lost-tales-of-p-p-pippentorch/id1455377375', 'Lost Tales Of P.P. Pippentorch');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('eb77c18d0130ed4b3899381d2a037024', 1508263701, 'taystea', 'https://podcasts.apple.com/us/podcast/taystea/id1508263701', 'TAYSTEA');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('a3cdd5113fc68ad996c4e67c792aad5b', 1522365412, 'dont-waste-water', 'https://podcasts.apple.com/us/podcast/dont-waste-water/id1522365412', '(don''t) Waste Water!');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ad09b85ee0c2bb4763008f7431c8f03d', 1551814885, 'binge-w-terrell-norton', 'https://podcasts.apple.com/us/podcast/binge-w-terrell-norton/id1551814885', 'BINGE w/ Terrell Norton');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('b193e92ad484fb352b36c31f36fd31c3', 1024190279, 'the-arts-of-language-podcast', 'https://podcasts.apple.com/us/podcast/the-arts-of-language-podcast/id1024190279', 'The Arts of Language Podcast');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('f2812f74c49427ce3a1ce34f35145052', 1587029041, 'tbi-therapist', 'https://podcasts.apple.com/us/podcast/tbi-therapist/id1587029041', 'TBI Therapist');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('bf80c5e2ffeb07f98a577157e066fa7f', 1459323535, 'sip-and-talk-with-china-ashleigh', 'https://podcasts.apple.com/us/podcast/sip-and-talk-with-china-ashleigh/id1459323535', 'Sip and Talk with China Ashleigh');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('bf37816259c847a0e20c8a1b5ce98d39', 1532573362, 'finance-essentials', 'https://podcasts.apple.com/us/podcast/finance-essentials/id1532573362', 'Finance Essentials');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c1386f72da5667caa6c40376d3987ffa', 1531105768, 'hack-my-age', 'https://podcasts.apple.com/us/podcast/hack-my-age/id1531105768', 'Hack My Age');
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('c7ff26acd9e05bdbe88df0cf128e973a', 1493831579, 'young-and-indigenous', 'https://podcasts.apple.com/us/podcast/young-and-indigenous/id1493831579', 'Young and Indigenous');
